latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
25.94643,72.18946,316.77,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,290.78,1.02,N
25.94612,72.1929,305.82,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,291.15,1.39,N
25.94124,72.18885,367,0.34,0.56,2026-08-05,2025,SNPP,SNPP,h,2.0NRT,292.51,12.04,N
25.94093,72.19228,320.34,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,291.52,7.49,N
25.94155,72.18542,314.83,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,290.39,12.04,N
25.77749,73.70023,304.82,0.54,0.51,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,290.31,1.22,N
24.7634,74.60711,303.9,0.46,0.47,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,282.19,1.12,N
27.37853,95.08959,304.54,0.53,0.67,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,287.07,1,N
27.32435,95.27443,303.53,0.54,0.68,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,286.76,1.35,N
25.54031,91.23436,296.04,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,279.79,0.49,N
25.94674,72.18602,304.69,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,290.55,1.02,N
21.18328,81.38815,341.74,0.39,0.36,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,288.5,3.08,N
22.31735,82.56773,297.2,0.41,0.37,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,279.09,1.29,N
22.31869,82.55992,309.2,0.41,0.37,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,279.44,1.6,N
17.0624,76.98035,303.77,0.43,0.38,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,278.88,0.68,N
17.14041,77.1832,297.32,0.42,0.38,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,271.25,0.5,N
21.17995,81.38754,314.91,0.39,0.36,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,287.59,3.08,N
